c5	c1	c2	c3	c4	c6	c7	c8	c9	c10	c75	c132	c134	c136	c138	c139	c140	c141	c144	c145	c147	c149	c151	c152	c153	c155	c157	c160	c162	c203	c204	c214	c233	c234	c790	c22	c23	c24	c25	c26	c27	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c102	c104	c106	c108	c110	c112	c113	c114	c115	c117	c118	c143	c240	c241	c242	c243	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c76	c250	c205	c206	c207	c208	c210	c41	c43	c45	c47	c49	c50	c52	c53	c54	c55	c56	c57	c58	c59	c119	c120	c121	c122	c126	c127	c128	c129	c130	c78	c80	c82	c84	c86	c88	c90	c92	c94	c96	c98	c100	c111	c123	c124	c125	c184	c192	c244	c40	c44	c46	c48	c51	c77	c79	c81	c83	c85	c87	c89	c91	c93	c95	c97	c99	c101	c103	c105	c107	c109	c131	c133	c135	c137	c146	c148	c150	c154	c156	c158	c161	c163	c183	c191	c229	c230	end_of_record
20140623010339A	A	091	   	 	2014	06	23	20140623	2230	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	209895	01033	 	 	 	 	NONE 	      	            	      	        	  	    			  	VITTOR	MOSTER 185   	NOT AP	        	  	     	GL	GL03	IL	OTTAWA         	SKYDIVE CHICAGO               		8N2 																8N2 					2  	1  	1 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1  	1  	20140805				20150317		N													^PRIVACY DATA OMITTED^ OPERATED HIS AIRCRAFT OVER THE FOX RIVER NEAR OTTAWA, ILLINOIS, AND IMPACTED THE RIVER NEAR 	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	OT	D	 	   	 	 	 	 	 	 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Other, Specify      	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    	19800702		 
20140623010499A	A	091	   	 	2014	06	23	20140623	0945	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	CV	  	  	209911	01049	 	 	 	 	77917	LUSCOM	8A          	      	        	  	STRD	1350 	* 	  	LYCOMI	0-290 SERIES 	      	        	  	     	WP	WP07	AZ	TUCSON         	RYAN FIELD                    		RYN 																RYN 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20140805				20190630	XX	Y						99   		30   	167  				ON JUNE 23, 2014, MISS. AIRMAN WAS OPERATING N77917 A 1946 LUSCOMBE 8A WHILE DEPARTING KRYN DURING HER (FIRST) CROS	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TX	S	 	   	 	 	 	 	 	 	STUDENT             	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Taxi                	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
20140621010479A	A	091	   	 	2014	06	21	20140621	0902	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	209909	01047	 	 	 	 	3611Q	BEECH 	A23-24      	      	        	  	STRD		* 	  	LYCOMI	I0360 SER    	      	        	  	     	WP	WP07	AZ	SEDONA         	SEDONA                        		SEZ 																SEZ 					2  	1  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20140805				20190630	03	N						163  		30   	1330 				WINDS WERE LIGHT AND VARIABLE AT THE (KSEZ) SEDONA AIRPORT, SO THE AIRMAN ENTERED TRAFFIC FOR THE PREFERRED LIGHT W	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	S	 	   	 	 	 	 	 	 	COMMERCIAL PILOT    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20140625010419A	A	135	   	 	2014	06	25	20140625	1030	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	CV	  	  	209903	01041	 	 	 	 	72842	PIPER 	PA-18       	      	        	  	STRD	6496 	* 	  	LYCOMI	0-320 SERIES 	      	        	  	     	AL	AL03	AK	CANTWELL       						63 23N	14653W										OTH							1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20140805				20190630	03	N						7225 		1    	8000 				AIRMAN WAS FLYING CARGO OUT OF GRAVEL STRIP NEAR E. SUSITNA GLACIER.  AIRMAN LANDED PRIOR WITHOUT INCIDENT.  AIRMAN	SLUICE BOX, INC.              	  	ENGC	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TR	S	 	   	 	 	 	 	 	 	COMMERCIAL PILOT    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Rotation   	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
20140626010239I	I	091	   	 	2014	06	26	20140626	1130	9	 	 	 	 	 	 	   	1L71	1	L	7	1 	3O  	 	 	TR	  	  	209885	01023	 	 	 	 	86MJ 	CIRRUS	SR22        	      	        	  	STRD	800  	* 	  	CONT M	IO-550-N     	      	        	  	     	GL	GL15	WI	SUPERIOR       	RICHARD I BONG                	04  	SUW 														DRY		SUW 					2  	1  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20140805				20190630		N						1508 		99   	2085 				WHILE ON AN INSTRUCTIONAL FLIGHT WITH A STUDENT PILOT, THE AIRCRAFT BOUNCED ON LANDING.  FULL POWER WAS ADDED BY TH	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-LOW WING            	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20140602011009A	A	091	   	 	2014	06	02	20140602	1700	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	209962	01100	 	 	 	 	360VT	FREDER	VELOCITY TWI	      	        	  	EXPT	62   	* 	  	SUPERI	IO-360       	      	        	  	     	SO	SO15	FL	SEBASTIAN      			X26 																X26 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20140808				20190630	01	N						15   		15   	1467 				PILOT WAS PERFORMING TAKEOFFS AND LANDINGS WITH FULL STOPS.  THE FIRST TWO WERE UNEVENTFUL.  THE PILOT REPORTED THA	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20140531009509A	A	091	   	 	2014	05	31	20140531	1115	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	FL	  	  	209811	00950	 	 	 	 	602BC	FOUND 	FBA-2C2     	      	        	  	STRD	1200 	* 	  	LYCOMI	IO-540-L1C5  	IO-540	        	  	     	AL	AL03	AK	WILLOW         	WILLOW SPB                    		2X2 			61 44N	15003W												2X2 					4  	3  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20140722			20140723	20190630	03	N						1100 		50   	4700 				ON A SOUTHBOUND HEADING APPROACH TO WILLOW LAKE , ENCOUNTERING WINDY CONDITIONS FROM THE SOUTH, WIND CONDITIONS INC	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LA	S	 	   	 	 	 	 	 	 	COMMERCIAL PILOT    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Approach   	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Float Installation            	                    	                    	                    	                    			 
20140606009499A	A	091	   	 	2014	06	06	20140606	1150	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	CV	  	  	209810	00949	 	 	 	 	1301H	AERONC	15AC        	      	        	  	STRD		* 	  	CONT M	C145 SERIES  	      	        	  	     	AL	AL03	AK	TALKEETNA      	NUGGET BENCH AIRSTRIP         		33AK			62 31N	15056W										DRY		33AK					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20140722				20190630	01	N						200  		16   	440  				PILOT STATED THAT ENGINE EXHIBITED SIGNS OF FUEL STARVATION WHILE IN A RIGHT TURN.  THE ENGINE RAN SPORADICALLY WIT	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LR	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Rollout    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
20140609009629A	A	091	   	 	2014	06	09	20140609	2036	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	209823	00962	 	 	 	 	516XL	LIBERT	LIBERTY XL-2	      	        	  	STRD	630  	* 	  	CONT M	IOF-240-B    	      	        	  	     	SO	SO15	FL	MERRITT ISLAND 																								2  	1  	1 	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	2  	0  	20140723				20190630	03	N													WHILE THE 2 PILOTS WERE FLYING TOGETHER THE PILOTS AND THE AIRCRAFT OBTAINED AN UNUSUAL FLIGHT ATTITUDE AND AS PER 	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	EX	D	 	   	 	 	 	 	 	 	COMMERCIAL PILOT    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Descent             	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20140614009529A	A	091	   	 	2014	06	14	20140614	1410	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	209813	00952	 	 	 	 	5172D	CESSNA	182A        	      	        	  	STRD	7729 	* 	  	CONT M	O-470-L      	67290-	        	  	     	CE	CE03	IL	VALMEYER       	FESTUS MEMORIAL AIRPORT       		KFES			38 13N	90 19W												KFES					5  	4  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20140723				20190630	01	N						4    		4    	215  				DURING NORMAL CRUISE FLIGHT, WHILE PERFOMING SKYDIVER DROPS, THE PILOT EXPERIENCE A ?LURCH? IMMEDIATELY FOLLOWING T	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	CR	D	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Cruise/Level Flight 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20140608009619I	I	091	   	 	2014	06	08	20140608	1326	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	209822	00961	 	 	 	 	9876K	PIPER 	PA-32R-300  	      	        	  	STRD	6318 	* 	  	      	             	      	        	  	     	SO	SO15	FL	TITUSVILLE     			TIX 																TIX 					5  	4  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20140723				20190630	01	N						30   		40   	1500 				THE PILOT NEEDED TO JUMP START HIS AIRCRAFT BEFORE HE LEFT. ONCE HE TOOK OFF HE SELECTED THE GEAR HANDLE UP. ALL TH	N/A                           	  	    	           	  	    	      	                    	24	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	2460                	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20140630009539I	I	091	   	 	2014	06	30	20140630	0900	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	209814	00953	 	 	 	 	25PK 	PIPER 	PA-23-250   	      	        	  	STRD		* 	  	LYCOMI	TI0-540 SER  	      	        	  	     	NM	NM05	MT	TWIN BRIDGES   	TWIN BRIDGES                  		7S1 																7S1 					3  	2  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20140723			20140826	20190731	03	N						902  		25   					CONSTRUCTION ACTIVITIES WERE UNDERWAY AT THE AIRPORT.  A NOTAM FOR THE CLOSURE OF ASPHALT RNWY 17/35 WAS ISSUED 080	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TX	M	 	   	 	 	 	 	 	 	COMMERCIAL PILOT    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Taxi                	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20140615009739I	I	091	   	 	2014	06	15	20140615	0959	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	209834	00973	 	 	 	 	50LB 	DASSAU	FALCON 900 E	      	        	  	STRD	2686 	* 	  	HONEYW	TFE731-60-1C 	P11265	        	  	     	SO	SO19	FL	WEST PALM BEACH	WEST PALM BEACH               		PBI 																PBI 					2  	0  	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20140724			20140724	20190630	F9	N						400  		60   	8000 				DURING CRUISE FLIGHT AT LEVEL FL400 IN ROUTE TO BAHAMAS, PILOT GOT A #1 ENGINE LOW OIL MESSAGE ON THE CAS SCREEN. P	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	CR	N	 	   	 	 	 	 	 	 	A/LINE TRANSPORT PLT	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Cruise/Level Flight 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20140701009259I	I	091	   	 	2014	07	01	20140701	1923	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	CV	  	  	209786	00925	 	 	 	 	9386Y	BEECH 	35-A33      	      	        	  	STRD	3500 	* 	  	CONT M	I0-470 SERIES	      	        	  	     	NM	NM01	WA	BURLINGTON     	SKAGIT REGIONAL               		BVS 																BVS 					2  	0  	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20140717				20190731	F9	N						75   		50   	18000				2ND PILOT WAS RECEIVING TRAINING CHECK OUT FOR INSURANCE PURPOSES FROM PILOT #1. PILOT 2 HAD COMPLETED 2 TOUCH & GO	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	A/LINE TRANSPORT PLT	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
20140630009249I	I	091	   	 	2014	06	30	20140630	1745	9	 	 	 	 	 	 	   	1L71	1	L	7	1 	3O  	 	 	TR	  	  	209785	00924	 	 	 	 	9149P	MOONEY	M20M        	      	        	  	STRD	1929 	* 	  	LYCOMI	TI0-540 SER  	      	        	  	     	GL	GL11	IN	WEST LAFAYETTE 			KLAF																KLAF					3  	2  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20140717			20140717	20190731	F3	N						275  		12   	1430 				ON JUNE 30, 2014 AT APPROXIMATELY 15:45 LOCAL TIME, N9149P, A MOONEY M-20-M AIRCRAFT, WITH SERIAL NUMBER 27-0108, S	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TC	M	 	   	 	 	 	 	 	 	COMM PILOT FLIGHT IN	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Climb Out  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-LOW WING            	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20140613009639A	A	091	   	 	2014	06	13	20140613	1305	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	CV	  	  	209824	00963	 	 	 	 	51BM 	MEYER 	2/3 P-51B/C 	      	        	  	EXPT		* 	  	FAIRCH	6-440 SERIES 	      	        	  	     	SO	SO13	SC	MULLINS        	MARION COUNTY                 		MAO 			34 10N	07920W												MAO 					1  	0  	0 	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1  	0  	20140724				20190630	01	N													ACCORDING TO A WITNESS THE AIRPLANE WAS OBSERVED DEPARTING RUNWAY 22 AT MAO ABOUT 1300. THE AIRPLANE FLEW "STRAIGHT	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TC	D	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Climb Out  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
20140613009649I	I	091	   	 	2014	06	13	20140613	1004	9	 	 	 	 	 	 	   	1L72	1	L	7	2 	4F  	 	 	TR	  	  	209825	00964	 	 	 	 	503BB	CESSNA	510         	      	        	  	STRD	560  	* 	  	P&W CA	PW615F-A     	UNKNOW	        	  	     	SO	SO15	FL	MELBOURNE      	MELBOURNE INTL                	27L 	MLB 			28 06N	80 37W										DRY		MLB 					3  	0  	0 	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0  	0  	20140724				20190630	01	N						593  		74   	2626 				ON JUNE 13, 2014, AT OR ABOUT 10:04 EDT, N503BB, A CESSNA, MODEL CE-510, DEPARTING FROM MELBOURNE INTERNATIONAL, RE	N/A                           	  	    	           	  	    	      	                    	72	 	 	 	  	 	 	 	  	TC	M	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	7200                	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Climb Out  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-LOW WING            	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20140613009849I	I	091	   	 	2014	06	13	20140613	1636	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	209845	00984	 	 	 	 	36LC 	SWEARI	SA226-T(B)  	      	        	  	STRD		* 	  	AIR RE	TPE331 SERIES	      	        	  	     	SW	SW13	TX	MIDLAND        	MIDLAND INTERNATIONAL AIRPORT 		MAF 																MAF 					3  	2  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20140724				20190630	F3	N						275  		142  	8686 				ON JUNE, 13 2014, AT 1636, A SWEARINGEN SA226-T(B), AIRCRAFT, BEARING REGISTRATION NUMBER N36LC, REGISTERED TO PATR	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	COMM PILOT FLIGHT IN	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20140614009659A	A	091	   	 	2014	06	14	20140614	1305	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	209826	00965	 	 	 	 	476CT	FLIGHT	CTSW        	      	        	  	    	603  	* 	  	ROTAX 	912ULS       	      	        	  	     	SO	SO09	FL	MILTON         			2R4 			30 38N	08659W												2R4 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20140724				20190630	F3	N						400  		12   	7460 				ON JUNE 14, 2014, THE PILOT OF N476CT WAS ON APPROACH FOR RUNWAY 18 IN MILTON, FLORIDA. DURING FINAL APPROACH THE A	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LA	S	 	   	 	 	 	 	 	 	COMM PILOT FLIGHT IN	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Approach   	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20140615009479A	A	091	   	 	2014	06	15	20140615	1815	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	CV	  	  	209808	00947	 	 	 	 	1545C	CESSNA	180         	      	        	  	STRD	3000 	* 	  	CONT M	O-470 SERIES 	K     	        	  	     	CE	CE09	NE	SPRINGVIEW     	SPRINGVIEW MUNICIPAL AIRPORT  	31  	9V1 			42 49N	99 44W										OTH		9V1 					1  	0  	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0  	1  	20140722				20190630	01	N						27   		33   	1499 				ON JUNE 15, 2014, APPROXIMATELY 1815 CENTRAL DAYLIGHT TIME, A CESSNA 180, N1545C, GROUND LOOPED UPON LANDING ON RUN	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LR	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Rollout    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
20140702010439A	A	091	   	 	2014	07	02	20140702	2020	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	CV	  	  	209905	01043	 	 	 	 	5KW  	WILEY 	KITFOX IV   	      	        	  	EXPT		* 	  	BOMBAR	ROTAX (ALL)  	      	        	  	     	NM	NM13	WA	SPRAGUE        						47 20N	11810W																	1  	0  	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0  	1  	20140805				20190731	01	N						1    		1    	125  				PILOT STATED HE WAS TAXIING THE AIRCRAFT AND BECAME AIRBORNE.  HE MADE SEVERAL ATTEMPTS AT LANDING AND FLEW TO HIS 	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LA	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Approach   	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
20140614009669I	I	135	   	 	2014	06	14	20140614	1233	9	 	 	 	 	 	 	   	1L72	1	L	7	2 	3O  	 	 	TR	  	  	209827	00966	 	 	 	 	402JH	CESSNA	402C        	      	        	  	STRD	15083	* 	  	CONT M	TSIO-520 SER 	VB2B  	        	  	     	SO	SO19	FL	OPA LOCKA      	OPA LOCKA                     		OPF 			25 54N	80 16W												OPF 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20140724				20191105	F3	N						435  		182  	1637 				ON JUNE 14TH, 2014, ^PRIVACY DATA OMITTED^, A CERTIFICATED PILOT (^PRIVACY DATA OMITTED^) WITH A COMMERCIAL RATING,	AIR FLIGHT                    	  	AFWA	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TC	M	 	   	 	 	 	 	 	 	COMM PILOT FLIGHT IN	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Climb Out  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-LOW WING            	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20140522009919I	I	091	   	 	2014	05	22	20140522	1600	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	209852	00991	 	 	 	 	4891J	CESSNA	172N        	      	        	  	STRD		* 	  	LYCOMI	0-320 SERIES 	      	        	  	     	SW	SW15	OK	STILLWATER     			SWO 																SWO 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20140729				20190531	XX	Y						25   		3    	25   				PILOT REPORTED HE WAS LANDING AT STILLWATER. AS HE WAS STARTING TO FLAIR A GROUP OF BIRDS FLEW UP NEXT TO THE RUNWA	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	STUDENT             	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20140604008779A	A	141	   	 	2014	06	04	20140604	1530	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	SD	  	  	209737	00877	 	 	 	 	223G 	ROBINS	R22 BETA    	      	        	  	STRD	8549 	* 	  	LYCOMI	O&VO-360 SER 	      	        	  	     	WP	WP07	AZ	PRESCOTT       	ERNEST A. LOVE FIELD          		PRC 																PRC 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20140715				20190630	F3	N						1260 		102  	2675 				ON 6/4/2014, AT 15:30 LOCAL TIME AN R-22 HELICOPTER DEPARTED PRC ON A TRAINING FLIGHT FOR A CFI STUDENT TRANSFERRIN	GUIDANCE AVIATION             	  	G30S	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	CR	S	 	   	 	 	 	 	 	 	COMM PILOT FLIGHT IN	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Cruise/Level Flight 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Skids                         	                    	                    	                    	                    			 
